InstanceType,Region,AZ,SpotPrice,T3,SPS,IF,exptime
x2gd.large,eu-west-1,eu-west-1c,0.0921,25.0,3,3.0,250521-0247
r7gd.2xlarge,eu-west-1,eu-west-1c,0.2939,20.0,3,2.5,250521-0247
r6gd.large,eu-west-1,eu-west-1c,0.0567,15.0,3,1.5,250521-0247
r7a.2xlarge,eu-west-1,eu-west-1b,0.3348,10.0,3,2.5,250521-0247
i4i.2xlarge,eu-west-1,eu-west-1c,0.3285,5.0,3,2.5,250521-0247
z1d.xlarge,eu-west-1,eu-west-1a,0.1824,1.0,3,1.0,250521-0247
t2.small,eu-west-1,eu-west-1a,0.0113,50.0,3,3.0,250521-0358
m8g.large,eu-west-1,eu-west-1c,0.0455,45.0,3,2.5,250521-0358
c7i.large,eu-west-1,eu-west-1a,0.0432,40.0,3,1.5,250521-0358
r5n.xlarge,eu-west-1,eu-west-1a,0.1706,35.0,3,3.0,250521-0358
r5ad.2xlarge,eu-west-1,eu-west-1b,0.3428,30.0,3,3.0,250521-0358
r7i.2xlarge,eu-west-1,eu-west-1b,0.2667,25.0,3,1.0,250521-0358
r7a.large,eu-west-1,eu-west-1c,0.0749,20.0,3,2.0,250521-0358
r5d.xlarge,eu-west-1,eu-west-1b,0.1645,15.0,3,3.0,250521-0358
c6gd.xlarge,eu-west-1,eu-west-1b,0.0801,10.0,3,1.5,250521-0358
x2gd.2xlarge,eu-west-1,eu-west-1c,0.3601,5.0,3,3.0,250521-0358
r6gd.medium,eu-west-1,eu-west-1a,0.0279,1.0,3,2.5,250521-0358
m6g.xlarge,eu-west-1,eu-west-1c,0.0759,50.0,3,2.5,250521-0508
inf2.xlarge,eu-west-1,eu-west-1c,0.4238,45.0,3,2.0,250521-0508
c6i.2xlarge,eu-west-1,eu-west-1b,0.168,40.0,3,1.0,250521-0508
m5a.2xlarge,eu-west-1,eu-west-1b,0.1599,35.0,3,1.0,250521-0508
m5zn.large,eu-west-1,eu-west-1c,0.0854,30.0,3,2.5,250521-0508
im4gn.xlarge,eu-west-1,eu-west-1b,0.1861,25.0,3,3.0,250521-0508
r5b.large,eu-west-1,eu-west-1c,0.0768,20.0,3,3.0,250521-0508
i4g.large,eu-west-1,eu-west-1c,0.0728,15.0,3,2.5,250521-0508
r5a.xlarge,eu-west-1,eu-west-1c,0.1247,10.0,3,1.5,250521-0508
c8g.2xlarge,eu-west-1,eu-west-1b,0.1547,5.0,3,2.0,250521-0508
m5n.xlarge,eu-west-1,eu-west-1b,0.1322,1.0,3,3.0,250521-0508
r7i.large,eu-west-1,eu-west-1b,0.0665,50.0,3,2.0,250521-0619
m4.2xlarge,eu-west-1,eu-west-1b,0.2182,45.0,3,2.5,250521-0619
m6gd.large,eu-west-1,eu-west-1b,0.0482,40.0,3,3.0,250521-0619
c6i.2xlarge,eu-west-1,eu-west-1a,0.1538,35.0,3,1.0,250521-0619
m8g.2xlarge,eu-west-1,eu-west-1c,0.1848,30.0,3,3.0,250521-0619
c4.2xlarge,eu-west-1,eu-west-1b,0.2149,25.0,3,3.0,250521-0619
m5n.large,eu-west-1,eu-west-1a,0.0629,20.0,3,3.0,250521-0619
r6gd.large,eu-west-1,eu-west-1c,0.0567,15.0,3,1.5,250521-0619
c7gn.large,eu-west-1,eu-west-1c,0.066,10.0,3,2.0,250521-0619
r7a.xlarge,eu-west-1,eu-west-1a,0.1609,5.0,3,2.0,250521-0619
x2iezn.6xlarge,eu-west-1,eu-west-1b,2.6114,1.0,3,3.0,250521-0619
c6g.medium,eu-west-1,eu-west-1a,0.0188,50.0,3,1.0,250521-0729
m5a.large,eu-west-1,eu-west-1c,0.0452,45.0,3,3.0,250521-0729
c5ad.large,eu-west-1,eu-west-1a,0.0439,40.0,3,3.0,250521-0729
c6gn.medium,eu-west-1,eu-west-1b,0.0225,35.0,3,2.0,250521-0729
r5n.2xlarge,eu-west-1,eu-west-1c,0.3114,30.0,3,3.0,250521-0729
g5.2xlarge,eu-west-1,eu-west-1c,0.6463,25.0,3,2.5,250521-0729
t3a.xlarge,eu-west-1,eu-west-1b,0.0698,20.0,3,1.0,250521-0729
c7i.large,eu-west-1,eu-west-1a,0.0432,15.0,3,1.5,250521-0729
m2.2xlarge,eu-west-1,eu-west-1b,0.238,10.0,3,1.0,250521-0729
m5ad.xlarge,eu-west-1,eu-west-1a,0.1347,5.0,3,3.0,250521-0729
x2iedn.xlarge,eu-west-1,eu-west-1c,0.4625,1.0,3,2.5,250521-0729
t2.small,eu-west-1,eu-west-1c,0.0113,50.0,3,3.0,250521-0839
c5n.xlarge,eu-west-1,eu-west-1c,0.1124,45.0,3,3.0,250521-0839
is4gen.medium,eu-west-1,eu-west-1a,0.0721,40.0,3,2.5,250521-0839
c6gn.medium,eu-west-1,eu-west-1b,0.0225,35.0,3,2.0,250521-0839
r7gd.2xlarge,eu-west-1,eu-west-1a,0.2878,30.0,3,2.5,250521-0839
g5.2xlarge,eu-west-1,eu-west-1c,0.6463,25.0,3,2.5,250521-0839
c7i.large,eu-west-1,eu-west-1c,0.0427,20.0,3,1.5,250521-0839
c7i.xlarge,eu-west-1,eu-west-1c,0.0838,15.0,3,1.0,250521-0839
d3.xlarge,eu-west-1,eu-west-1c,0.2694,10.0,3,2.5,250521-0839
r5dn.2xlarge,eu-west-1,eu-west-1c,0.3952,5.0,3,2.5,250521-0839
r6idn.xlarge,eu-west-1,eu-west-1c,0.219,1.0,3,3.0,250521-0839
m4.xlarge,eu-west-1,eu-west-1c,0.1021,50.0,3,3.0,250521-0950
r7gd.medium,eu-west-1,eu-west-1a,0.0321,45.0,3,2.5,250521-0950
c5n.xlarge,eu-west-1,eu-west-1c,0.1127,40.0,3,3.0,250521-0950
m5n.xlarge,eu-west-1,eu-west-1a,0.1369,35.0,3,3.0,250521-0950
c4.xlarge,eu-west-1,eu-west-1a,0.1026,30.0,3,3.0,250521-0950
m8g.xlarge,eu-west-1,eu-west-1c,0.0939,25.0,3,2.5,250521-0950
c8g.xlarge,eu-west-1,eu-west-1c,0.079,20.0,3,1.0,250521-0950
c7a.large,eu-west-1,eu-west-1c,0.054,15.0,3,2.5,250521-0950
m7gd.large,eu-west-1,eu-west-1c,0.0544,10.0,3,2.5,250521-0950
r5b.2xlarge,eu-west-1,eu-west-1b,0.3676,5.0,3,3.0,250521-0950
r6gd.medium,eu-west-1,eu-west-1c,0.0303,1.0,3,2.5,250521-0950
x2gd.medium,eu-west-1,eu-west-1a,0.0453,50.0,3,3.0,250521-1100
i4i.xlarge,eu-west-1,eu-west-1a,0.1717,45.0,3,3.0,250521-1100
is4gen.medium,eu-west-1,eu-west-1a,0.0721,40.0,3,2.5,250521-1100
r7gd.medium,eu-west-1,eu-west-1c,0.0331,35.0,3,2.5,250521-1100
m7i.large,eu-west-1,eu-west-1a,0.0503,30.0,3,1.0,250521-1100
is4gen.medium,eu-west-1,eu-west-1c,0.071,25.0,3,2.5,250521-1100
r5ad.2xlarge,eu-west-1,eu-west-1b,0.3446,20.0,3,3.0,250521-1100
c5n.large,eu-west-1,eu-west-1b,0.0593,15.0,3,3.0,250521-1100
r8g.2xlarge,eu-west-1,eu-west-1c,0.3088,10.0,3,1.5,250521-1100
c6in.large,eu-west-1,eu-west-1b,0.0597,5.0,3,2.5,250521-1100
m7g.xlarge,eu-west-1,eu-west-1a,0.0839,1.0,3,2.5,250521-1100
t4g.large,eu-west-1,eu-west-1c,0.032,50.0,3,1.0,250521-1210
r8g.medium,eu-west-1,eu-west-1a,0.0296,45.0,3,3.0,250521-1210
c8g.large,eu-west-1,eu-west-1c,0.0398,40.0,3,2.5,250521-1210
m8g.2xlarge,eu-west-1,eu-west-1c,0.1851,35.0,3,3.0,250521-1210
m5ad.large,eu-west-1,eu-west-1a,0.0565,30.0,3,3.0,250521-1210
x2gd.large,eu-west-1,eu-west-1c,0.0919,25.0,3,3.0,250521-1210
c7a.medium,eu-west-1,eu-west-1b,0.0232,20.0,3,3.0,250521-1210
m5a.2xlarge,eu-west-1,eu-west-1b,0.1605,15.0,3,1.0,250521-1210
m5dn.large,eu-west-1,eu-west-1a,0.0669,10.0,3,3.0,250521-1210
c6id.large,eu-west-1,eu-west-1c,0.0502,5.0,3,2.0,250521-1210
x2gd.2xlarge,eu-west-1,eu-west-1a,0.3413,1.0,3,3.0,250521-1210
m7gd.medium,eu-west-1,eu-west-1a,0.0275,50.0,3,2.5,250521-1321
r6in.large,eu-west-1,eu-west-1c,0.0862,45.0,3,1.0,250521-1321
c6a.large,eu-west-1,eu-west-1c,0.0395,40.0,3,3.0,250521-1321
t3a.2xlarge,eu-west-1,eu-west-1c,0.1386,35.0,3,1.5,250521-1321
inf1.6xlarge,eu-west-1,eu-west-1b,0.605,30.0,3,1.0,250521-1321
c7gd.medium,eu-west-1,eu-west-1b,0.0229,25.0,3,3.0,250521-1321
c6a.2xlarge,eu-west-1,eu-west-1b,0.1455,20.0,3,2.5,250521-1321
inf2.xlarge,eu-west-1,eu-west-1a,0.4012,15.0,3,2.5,250521-1321
r6gd.large,eu-west-1,eu-west-1c,0.0569,10.0,3,1.5,250521-1321
g4ad.2xlarge,eu-west-1,eu-west-1a,0.2752,5.0,3,3.0,250521-1321
c7i-flex.xlarge,eu-west-1,eu-west-1b,0.0845,1.0,3,1.0,250521-1321
c4.large,eu-west-1,eu-west-1a,0.054,50.0,3,3.0,250521-1431
r7gd.medium,eu-west-1,eu-west-1a,0.0319,45.0,3,2.5,250521-1431
c3.xlarge,eu-west-1,eu-west-1a,0.1044,40.0,3,3.0,250521-1431
c6a.2xlarge,eu-west-1,eu-west-1c,0.1445,35.0,3,2.5,250521-1431
m7g.medium,eu-west-1,eu-west-1c,0.0209,30.0,3,2.5,250521-1431
im4gn.xlarge,eu-west-1,eu-west-1b,0.1871,25.0,3,3.0,250521-1431
c7a.xlarge,eu-west-1,eu-west-1b,0.1036,20.0,3,1.0,250521-1431
m6id.large,eu-west-1,eu-west-1b,0.0606,15.0,3,1.0,250521-1431
m7a.2xlarge,eu-west-1,eu-west-1c,0.2367,10.0,3,2.0,250521-1431
r8g.xlarge,eu-west-1,eu-west-1b,0.124,5.0,3,2.5,250521-1431
c7a.2xlarge,eu-west-1,eu-west-1a,0.1983,1.0,3,1.0,250521-1431
