pods,cpu,memory,nodepool_config,first_time,region
100,1,2,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-20 06:05:11+09:00,eu-west-1
100,1,2,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-20 22:05:31+09:00,eu-west-1
100,1,2,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-22 11:05:37+09:00,eu-west-1
100,1,2,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-20 18:05:30+09:00,eu-west-1
100,1,2,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-23 11:05:35+09:00,eu-west-1
100,1,2,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-20 10:05:16+09:00,eu-west-1
100,1,2,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-20 14:05:27+09:00,eu-west-1
100,1,2,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-23 07:05:16+09:00,eu-west-1
100,1,2,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-22 23:05:17+09:00,eu-west-1
100,1,2,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-20 02:05:26+09:00,eu-west-1
100,1,2,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-23 03:05:44+09:00,eu-west-1
100,1,4,"[{'instance_type': 'm6g.12xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}, {'instance_type': 'r6g.16xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-22 15:11:16+09:00,eu-west-1
100,1,4,"[{'instance_type': 'r5b.24xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}, {'instance_type': 'r6g.4xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-22 19:10:43+09:00,eu-west-1
100,1,4,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-19 22:10:10+09:00,eu-west-1
100,1,4,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-20 06:09:48+09:00,eu-west-1
100,1,4,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-20 22:10:22+09:00,eu-west-1
100,1,4,"[{'instance_type': 'm6g.12xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}, {'instance_type': 'm6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}, {'instance_type': 'm6g.large', 'availability_zone': 'eu-west-1c', 'num_instances': 1}, {'instance_type': 'm6g.xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-22 11:11:29+09:00,eu-west-1
100,1,4,"[{'instance_type': 'm6g.2xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}, {'instance_type': 'r5b.24xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 18:10:07+09:00,eu-west-1
100,1,4,"[{'instance_type': 'm6g.large', 'availability_zone': 'eu-west-1c', 'num_instances': 1}, {'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-23 11:11:13+09:00,eu-west-1
100,1,4,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-20 10:09:49+09:00,eu-west-1
100,1,4,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-20 14:10:43+09:00,eu-west-1
