host_job_create_tstamp,host_job_create_partitions_time,host_job_serialize_time,func_data_size_bytes,func_module_size_bytes,host_func_upload_time,host_data_upload_time,host_job_created_time,host_status_done_tstamp,host_status_query_count,worker_start_tstamp,host_submit_tstamp,worker_cold_start,worker_func_cpu_usage,worker_func_cpu_system_time,worker_func_cpu_user_time,worker_func_sent_net_io,worker_func_recv_net_io,worker_func_rss,worker_func_vms,worker_func_uss,worker_peak_memory_start,worker_func_start_tstamp,worker_func_end_tstamp,worker_func_exec_time,func_result_size,worker_peak_memory_end,worker_end_tstamp,worker_exec_time
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041517.2455847,1,1748040799.2454262,1748040792.1640372,True,"[81.5, 79.2, 80.3, 81.9, 82.5, 82.0, 80.5, 82.3]",38.18,5161.1,1143637,414828487,107577344,456892416,34361344,103051264.0,1748040799.9231324,1748041515.3808267,715.45769429,0.0,1493524480.0,1748041515.4557264,716.21030021
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041500.8496394,1,1748040799.2491233,1748040792.1640372,True,"[81.9, 81.1, 81.8, 83.8, 83.6, 84.0, 82.4, 84.2]",37.91,5140.87,1081538,414792561,107577344,456892416,34332672,103055360.0,1748040799.8932827,1748041498.62341,698.73012733,0.0,1494827008.0,1748041498.7003133,699.45118999
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041443.8462317,1,1748040799.2536502,1748040792.1640372,True,"[86.0, 84.0, 84.4, 90.5, 85.3, 86.8, 85.4, 90.4]",37.05,4955.59,1019287,414756286,107581440,456892416,34369536,103010304.0,1748040799.91095,1748041441.4377851,641.5268352,0.0,1495375872.0,1748041441.5164142,642.26276398
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041455.8257008,1,1748040799.2557714,1748040792.1640372,True,"[85.1, 84.4, 83.2, 89.4, 84.8, 85.0, 85.2, 89.9]",37.39,5008.31,1051394,414781195,107581440,456892416,34357248,103010304.0,1748040799.8929222,1748041454.5518868,654.65896463,0.0,1496776704.0,1748041454.6736932,655.41792178
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041396.8048446,1,1748040799.2600389,1748040792.1640372,True,"[86.5, 86.5, 87.6, 89.8, 85.6, 89.5, 87.4, 89.7]",36.36,4701.36,945777,414714400,107581440,456892416,34340864,103010304.0,1748040799.971741,1748041396.0300443,596.05830336,0.0,1494978560.0,1748041396.1529248,596.89288592
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041359.0174448,1,1748040799.2631648,1748040792.1640372,True,"[86.2, 89.5, 86.7, 89.0, 86.1, 89.4, 86.6, 89.0]",35.85,4427.82,914775,414696930,107585536,456892416,34324480,103010304.0,1748040799.9285092,1748041357.1115124,557.18300319,0.0,1494556672.0,1748041357.2280643,557.96489954
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041503.6946063,1,1748040799.2692077,1748040792.1640372,True,"[81.9, 80.7, 81.8, 83.4, 83.3, 83.6, 82.0, 83.8]",38.05,5147.63,1101545,414806971,107585536,456892416,34340864,103010304.0,1748040799.9290235,1748041502.0373356,702.10831213,0.0,1494634496.0,1748041502.1145778,702.84537005
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041434.6763318,1,1748040799.2849555,1748040792.1640372,True,"[87.1, 85.1, 86.0, 90.2, 86.2, 87.7, 85.8, 90.1]",36.7,4863.97,976858,414732395,107585536,456892416,34316288,103014400.0,1748040799.922046,1748041423.0901315,623.16808558,0.0,1494990848.0,1748041423.2097538,623.92479825
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041551.1952698,1,1748040799.247383,1748040792.1640372,True,"[77.4, 90.8, 82.6, 85.4, 84.2, 90.6, 78.9, 85.4]",43.0,5545.03,935207,414662874,107646976,456900608,34463744,102809600.0,1748040800.0255244,1748041549.2834725,749.25794816,0.0,1495736320.0,1748041549.4018064,750.15442324
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041434.2412589,1,1748040799.2506888,1748040792.1640372,True,"[86.0, 91.5, 86.4, 84.9, 87.2, 90.0, 87.1, 89.9]",41.46,4885.14,841816,414605596,107651072,456900608,34443264,102809600.0,1748040800.0091934,1748041425.5801795,625.57098603,0.0,1495707648.0,1748041425.7128394,626.46215057
